img_id,heading,crop_num,jpg_name,present_ramp,missing_ramp,total_count,includes_both,ground_truth,train/val/test,folder_label,original_image_path,new_image_path
10007,225,C,10007_225_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10007_225_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10007_225_C.jpg
10007,315,C,10007_315_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10007_315_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10007_315_C.jpg
10018,135,C,10018_135_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10018_135_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10018_135_C.jpg
10039,135,C,10039_135_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10039_135_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10039_135_C.jpg
10076,315,C,10076_315_C.jpg,2.0,0.0,2.0,False,multiple_present,train,0_crossing,mini-crops/10076_315_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10076_315_C.jpg
10086,135,C,10086_135_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10086_135_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10086_135_C.jpg
10277,225,C,10277_225_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10277_225_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10277_225_C.jpg
10277,315,C,10277_315_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10277_315_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10277_315_C.jpg
10277,45,C,10277_45_C.jpg,2.0,0.0,2.0,False,multiple_present,train,0_crossing,mini-crops/10277_45_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10277_45_C.jpg
10277,135,C,10277_135_C.jpg,2.0,0.0,2.0,False,multiple_present,train,0_crossing,mini-crops/10277_135_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10277_135_C.jpg
10407,315,C,10407_315_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10407_315_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10407_315_C.jpg
10407,45,C,10407_45_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10407_45_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10407_45_C.jpg
10702,315,C,10702_315_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10702_315_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10702_315_C.jpg
10702,45,C,10702_45_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10702_45_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10702_45_C.jpg
10702,135,C,10702_135_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10702_135_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10702_135_C.jpg
10782,225,C,10782_225_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/10782_225_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10782_225_C.jpg
10782,315,C,10782_315_C.jpg,2.0,0.0,2.0,False,multiple_present,train,0_crossing,mini-crops/10782_315_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10782_315_C.jpg
10782,45,C,10782_45_C.jpg,2.0,0.0,2.0,False,multiple_present,train,0_crossing,mini-crops/10782_45_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/10782_45_C.jpg
11206,315,C,11206_315_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/11206_315_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/11206_315_C.jpg
11206,45,C,11206_45_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/11206_45_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/11206_45_C.jpg
11206,135,C,11206_135_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/11206_135_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/11206_135_C.jpg
11269,45,C,11269_45_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/11269_45_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/11269_45_C.jpg
11289,225,C,11289_225_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/11289_225_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/11289_225_C.jpg
11289,315,C,11289_315_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/11289_315_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/11289_315_C.jpg
11295,315,C,11295_315_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/11295_315_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/11295_315_C.jpg
11559,225,C,11559_225_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/11559_225_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/11559_225_C.jpg
11559,315,C,11559_315_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/11559_315_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/11559_315_C.jpg
11559,45,C,11559_45_C.jpg,1.0,0.0,1.0,False,present,train,0_crossing,mini-crops/11559_45_C.jpg,mini-crops-labeled/crossing-null/train/0_crossing/11559_45_C.jpg
